name,age_years,H1_fail_prob,H2_criticality,H3_overload_percent_h_year,load_profiles
Trafo_0,18.03287671232877,1.4631224e-10,0.6,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_1,11.027397260273972,2.8995357e-15,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_2,1.021917808219178,0.043159667,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_3,10.027397260273972,0.023412516,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_4,12.027397260273972,0.024196437,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_5,36.04383561643836,0.009955733,0.3,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_6,21.035616438356165,2.7769104e-08,0.1,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_7,19.03287671232877,0.018918768,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_8,17.03287671232877,0.02003628,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_9,14.03013698630137,0.024049964,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_10,12.027397260273972,0.023050368,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_11,6.024657534246575,8.8757005e-27,0.7,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_12,2.021917808219178,0.040254638,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_13,14.03013698630137,0.024049964,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_14,12.027397260273972,7.8803083e-13,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_15,13.03013698630137,8.513837e-12,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_16,23.035616438356165,0.000192443,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_17,1.021917808219178,0.036922306,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_18,11.027397260273972,0.022844946,0.7,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_19,24.035616438356165,0.015251643,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_20,25.03835616438356,0.014681447,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_21,18.03287671232877,0.0190199,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_22,18.03287671232877,0.018244402,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_23,3.021917808219178,1.1690737e-30,0.9,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_24,21.035616438356165,1.2943972e-05,0.2,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_25,3.021917808219178,0.033877574,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_26,39.04657534246575,0.0090139825,0.1,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_27,17.03287671232877,0.020930575,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_28,11.027397260273972,0.02769858,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_29,19.03287671232877,0.018918768,0.9,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_30,37.04657534246575,0.009704635,0.1,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_31,26.03835616438356,0.0072974926,0.7,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_32,39.04657534246575,0.007894294,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_33,35.04383561643836,0.009639108,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_34,11.027397260273972,7.768503e-18,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_35,11.027397260273972,0.025143651,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_36,10.027397260273972,0.024731599,0.5,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_37,17.03287671232877,2.4418616e-08,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_38,10.027397260273972,0.029137565,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_39,16.03013698630137,0.020749044,0.1,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_40,15.03013698630137,0.023101581,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_41,12.027397260273972,1.4940078e-16,0.1,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_42,16.03013698630137,0.022054156,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_43,19.03287671232877,0.018079437,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_44,30.041095890410958,0.011892924,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_45,11.027397260273972,2.8995357e-15,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_46,19.03287671232877,9.1966007e-10,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_47,14.03013698630137,0.02229675,0.8,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_48,14.03013698630137,2.8355348e-14,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_49,34.04383561643836,0.25708336,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_50,7.024657534246575,0.029543493,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_51,12.027397260273972,0.022107787,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_52,17.03287671232877,0.02042345,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_53,13.03013698630137,5.309186e-13,0.5,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_54,19.03287671232877,0.019071208,1.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_55,29.041095890410958,0.012654836,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_56,14.03013698630137,0.022512054,0.5,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_57,17.03287671232877,0.019892382,0.6,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_58,15.03013698630137,0.020156953,0.9,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_59,19.03287671232877,0.018381925,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_60,11.027397260273972,2.8995357e-15,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_61,39.04657534246575,0.009048157,0.3,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_62,4.021917808219178,0.03232303,0.3,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_63,19.03287671232877,0.018952407,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_64,18.03287671232877,0.020005576,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_65,10.027397260273972,0.02741144,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_66,22.035616438356165,0.016666716,0.7,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_67,13.03013698630137,5.309186e-13,0.8,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_68,2.021917808219178,0.042574584,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_69,18.03287671232877,0.02009707,0.5,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_70,16.03013698630137,2.6538017e-12,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_71,14.03013698630137,0.023206826,0.3,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_72,8.024657534246575,0.029408274,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_73,18.03287671232877,1.3307417e-07,0.6,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_74,32.04109589041096,0.044628855,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_75,11.027397260273972,0.024524918,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_76,18.03287671232877,1.3510471e-08,0.0,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_77,12.027397260273972,4.357926e-14,0.1,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_78,23.035616438356165,6.124133e-07,0.2,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_79,17.03287671232877,0.020105392,0.0,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_80,18.03287671232877,0.019332508,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_81,15.03013698630137,2.9584484e-13,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_82,21.035616438356165,0.017473469,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_83,17.03287671232877,0.020795634,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_84,3.021917808219178,0.034507263,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_85,25.03835616438356,1.04765195e-05,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_86,12.027397260273972,0.026137752,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_87,3.021917808219178,5.522469e-37,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_88,17.03287671232877,0.02003628,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_89,23.035616438356165,0.015855078,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_90,27.03835616438356,0.0136008,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_91,19.03287671232877,0.017648634,1.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_92,11.027397260273972,0.02733535,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_93,26.03835616438356,0.014028016,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_94,19.03287671232877,7.285329e-08,0.0,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_95,14.03013698630137,0.022719774,0.0,0.0699851581230734,"[0, 0, 0, 0, 262, 438, 876, 1752, 2190, 2628, 438, 175]"
Trafo_96,8.024657534246575,0.029601421,0.2,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_97,24.035616438356165,0.015178999,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_98,2.021917808219178,0.032435536,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_99,18.03287671232877,0.019693503,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_100,14.03013698630137,0.023113033,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_101,18.03287671232877,0.019972079,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_102,17.03287671232877,2.4418616e-08,0.8,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_103,27.03835616438356,0.0041803853,0.6,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_104,13.03013698630137,0.024402132,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_105,11.027397260273972,0.025293747,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_106,2.021917808219178,7.605587e-36,0.7,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_107,11.027397260273972,0.02483798,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_108,38.04657534246575,3.7926014e-07,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_109,13.03013698630137,0.024989557,0.8,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_110,27.03835616438356,0.0001435181,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_111,5.024657534246575,1.8339713e-29,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_112,14.03013698630137,0.020702202,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_113,5.024657534246575,1.8339713e-29,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_114,18.03287671232877,0.020068051,0.0,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_115,26.03835616438356,0.014102007,0.9,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_116,33.04383561643836,0.117348656,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_117,19.03287671232877,0.018381925,0.4,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_118,23.035616438356165,0.015645642,0.1,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_119,11.027397260273972,0.023196595,0.3,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
Trafo_120,19.03287671232877,0.0192045,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_121,15.03013698630137,0.021561304,0.3,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_122,7.024657534246575,0.028417083,0.2,0.0,"[0, 0, 438, 1314, 2628, 3504, 438, 438, 0, 0, 0, 0]"
Trafo_123,11.027397260273972,0.02483798,0.2,0.0,"[0, 0, 0, 438, 876, 1752, 2190, 3066, 438, 0, 0, 0]"
Trafo_124,32.04109589041096,0.011411108,0.9,0.0,"[438, 1314, 1752, 4380, 876, 0, 0, 0, 0, 0, 0, 0]"
